date,pollution_today,dew,temp,press,wnd_spd,snow,rain,pollution_yesterday
2010-01-25,64.22058824,-21.875,-3.041666667,1032.5,146.2020833,0.0,0.0,40.92647059
2010-01-26,138.6372549,-15.375,-5.666666667,1024.708333,3.146666667,0.0,0.0,64.22058824
2010-01-27,122.3333333,-11.70833333,1.125,1016.208333,24.70708333,0.0,0.0,138.6372549
2010-01-28,21.16666667,-19.125,-1.208333333,1026.166667,41.2725,0.0,0.0,122.3333333
2010-01-29,23.875,-21.625,0.625,1022.833333,44.32833333,0.0,0.0,21.16666667
2010-01-30,44.29166667,-18.70833333,1.958333333,1019.541667,40.01583333,0.0,0.0,23.875
2010-01-31,39.25,-15.79166667,1.333333333,1024.208333,62.51041667,0.0,0.0,44.29166667
2010-01-02,64.79166667,-10.08333333,-2.875,1026.75,13.03791667,0.0,0.0,39.25
2010-02-02,65.625,-16.29166667,-5.416666667,1028.291667,5.959583333,0.0,0.0,64.79166667
2010-03-02,77.54166667,-19.95833333,-5.166666667,1028.5,14.9175,0.0,0.0,65.625
2010-04-02,58.5,-20.5,-5.041666667,1026.791667,5.60625,0.0,0.0,77.54166667
2010-05-02,78.45833333,-14.33333333,-4.083333333,1029.833333,4.731666667,0.0,0.0,58.5
2010-06-02,76.125,-10.45833333,-5.0,1030.541667,22.81875,0.666666667,0.0,78.45833333
2010-07-02,109.1666667,-6.5,-4.333333333,1022.666667,5.770833333,1.708333333,0.0,76.125
2010-08-02,178.0833333,-5.25,-1.541666667,1019.208333,3.257916667,0.0,0.0,109.1666667
2010-09-02,157.25,-9.833333333,0.041666667,1023.791667,3.295416667,0.0,0.0,178.0833333
2010-10-02,12.41666667,-22.29166667,-1.583333333,1030.958333,40.35833333,0.0,0.0,157.25
2010-11-02,14.33333333,-22.125,-3.666666667,1035.708333,27.06041667,0.0,0.0,12.41666667
2010-12-02,23.08333333,-21.54166667,-5.208333333,1034.916667,6.852916667,0.0,0.0,14.33333333
2010-02-13,78.08333333,-17.83333333,-4.583333333,1028.791667,8.958333333,0.0,0.0,23.08333333
2010-02-14,131.9791667,-20.0,-4.208333333,1032.541667,9.107916667,0.0,0.0,78.08333333
2010-02-15,30.0,-22.29166667,-5.541666667,1035.125,5.977083333,0.0,0.0,131.9791667
2010-02-16,93.58333333,-16.95833333,-5.375,1030.208333,7.5025,0.0,0.0,30.0
2010-02-17,67.29166667,-19.08333333,-2.291666667,1026.25,43.6575,0.0,0.0,93.58333333
2010-02-18,79.66666667,-19.0,-2.041666667,1023.708333,4.61625,0.0,0.0,67.29166667
2010-02-19,112.9583333,-15.58333333,0.083333333,1016.625,3.7375,0.0,0.0,79.66666667
2010-02-20,178.5,-10.29166667,0.875,1012.708333,3.64875,0.0,0.0,112.9583333
2010-02-21,125.75,-9.708333333,4.208333333,1013.291667,14.58541667,0.0,0.0,178.5
2010-02-22,94.5,-7.791666667,0.083333333,1018.583333,20.10125,0.0,0.0,125.75
2010-02-23,166.5,-6.541666667,0.083333333,1007.333333,1.655416667,0.0,0.0,94.5
2010-02-24,277.7083333,-2.5,4.375,1004.208333,9.555,0.0,0.0,166.5
2010-02-25,169.625,-1.333333333,3.916666667,1015.625,21.90333333,0.0,0.0,277.7083333
2010-02-26,69.875,-6.791666667,1.833333333,1020.875,35.40375,0.0,0.0,169.625
2010-02-27,76.41666667,-6.375,-1.25,1019.5,18.31708333,0.458333333,0.0,69.875
2010-02-28,83.58333333,-7.125,-0.125,1022.416667,14.67541667,0.875,0.0,76.41666667
2010-01-03,57.91666667,-5.041666667,-2.541666667,1022.833333,42.0125,1.208333333,0.0,83.58333333
2010-02-03,90.08333333,-8.458333333,1.625,1021.166667,23.54875,0.0,0.0,57.91666667
2010-03-03,157.875,-6.208333333,1.666666667,1022.875,7.114583333,0.0,0.0,90.08333333
2010-04-03,186.0833333,-3.458333333,2.416666667,1015.5,7.937083333,0.0,0.041666667,157.875
2010-05-03,31.33333333,-20.33333333,0.541666667,1026.958333,50.30583333,0.0,0.0,186.0833333
2010-06-03,50.04166667,-17.33333333,-2.0,1033.666667,31.55333333,0.0,0.0,31.33333333
2010-07-03,87.25,-10.25,-2.458333333,1035.25,11.64333333,0.041666667,0.0,50.04166667
2010-08-03,48.33333333,-6.875,-3.333333333,1039.5,14.1075,2.75,0.0,87.25
2010-09-03,18.0,-17.95833333,-3.375,1035.375,97.55083333,0.0,0.0,48.33333333
2010-10-03,59.58333333,-13.70833333,0.75,1021.375,11.47041667,0.0,0.0,18.0
2010-11-03,171.625,-7.791666667,2.208333333,1009.416667,4.4875,0.0,0.0,59.58333333
2010-12-03,49.20833333,-14.29166667,5.541666667,1017.416667,26.33833333,0.0,0.0,171.625
2010-03-13,62.125,-9.75,2.875,1026.375,21.70791667,0.0,0.0,49.20833333
2010-03-14,83.875,-3.541666667,0.25,1020.916667,10.34,3.375,0.25,62.125
2010-03-15,64.5,-9.75,1.583333333,1023.208333,61.10291667,0.0,0.0,83.875
2010-03-16,64.25,-10.79166667,0.5,1023.208333,4.0425,0.0,0.0,64.5
2010-03-17,40.79166667,-12.83333333,3.0,1026.333333,16.01833333,0.0,0.0,64.25
2010-03-18,157.6666667,-3.291666667,0.583333333,1020.041667,4.840833333,0.041666667,0.0,40.79166667
2010-03-19,228.4166667,1.791666667,4.375,1003.5,3.031666667,0.0,0.25,157.6666667
2010-03-20,203.0416667,-6.916666667,6.958333333,1008.375,83.04875,0.0,0.0,228.4166667
2010-03-21,68.91666667,-8.041666667,7.458333333,1013.75,18.905,0.0,0.0,203.0416667
2010-03-22,157.125,-8.0,8.625,1014.041667,35.65958333,0.0,0.0,68.91666667
2010-03-23,52.125,-7.75,7.625,1020.958333,28.82625,0.0,0.0,157.125
2010-03-24,62.83333333,-6.541666667,6.75,1022.333333,20.00041667,0.0,0.25,52.125
2010-03-25,30.41666667,-11.0,4.375,1026.041667,13.76166667,0.0,0.0,62.83333333
2010-03-26,67.70833333,-10.75,6.5,1019.041667,9.479583333,0.0,0.0,30.41666667
2010-03-27,72.33333333,-8.541666667,5.875,1025.25,16.48458333,0.0,0.0,67.70833333
2010-03-28,71.79166667,-7.166666667,6.541666667,1026.458333,14.47458333,0.0,0.0,72.33333333
2010-03-29,213.7083333,-0.208333333,7.541666667,1023.458333,11.34416667,0.0,0.458333333,71.79166667
2010-03-30,215.0856481,6.5,8.5,1017.125,9.686666667,0.0,5.083333333,213.7083333
2010-03-31,141.4351852,1.666666667,11.125,1014.416667,10.89291667,0.0,0.041666667,215.0856481
2010-01-04,28.04166667,-16.66666667,8.666666667,1020.125,123.8975,0.0,0.0,141.4351852
2010-02-04,30.75,-15.25,6.541666667,1020.375,38.605,0.0,0.0,28.04166667
2010-03-04,101.2083333,-7.416666667,7.916666667,1016.916667,21.94166667,0.0,0.0,30.75
2010-04-04,123.5,-4.791666667,13.83333333,1009.625,7.189583333,0.0,0.0,101.2083333
2010-05-04,135.0833333,1.708333333,10.91666667,1014.0,10.46875,0.0,0.125,123.5
2010-06-04,20.375,-12.29166667,10.5,1025.333333,17.05916667,0.0,0.0,135.0833333
2010-07-04,92.875,-5.916666667,11.91666667,1020.041667,26.17,0.0,0.0,20.375
2010-08-04,106.0,0.875,14.58333333,1008.25,109.4975,0.0,0.0,92.875
2010-09-04,85.91666667,2.25,11.16666667,1011.458333,19.20375,0.0,0.0,106.0
2010-10-04,36.20833333,-8.416666667,10.58333333,1017.625,17.63708333,0.0,0.0,85.91666667
2010-11-04,68.75,0.25,6.25,1017.0,49.27666667,0.0,0.875,36.20833333
2010-12-04,47.79166667,-6.208333333,7.083333333,1018.0,60.05666667,0.0,0.041666667,68.75
2010-04-13,20.125,-16.70833333,6.375,1026.791667,174.6608333,0.0,0.0,47.79166667
2010-04-14,56.79166667,-9.75,7.166666667,1026.333333,8.605833333,0.0,0.0,20.125
2010-04-15,171.0833333,0.708333333,6.083333333,1020.583333,51.53916667,0.0,0.0,56.79166667
2010-04-16,211.0,2.75,8.583333333,1018.166667,16.40458333,0.0,0.0,171.0833333
2010-04-17,147.5833333,3.375,8.583333333,1021.416667,72.46875,0.0,0.0,211.0
2010-04-18,232.625,6.458333333,13.54166667,1012.916667,3.204166667,0.0,0.0,147.5833333
2010-04-19,211.125,7.958333333,14.20833333,1014.208333,16.44625,0.0,0.25,232.625
2010-04-20,82.83333333,4.0,13.875,1019.083333,7.43125,0.0,0.0,211.125
2010-04-21,39.58333333,2.208333333,12.04166667,1022.208333,14.71166667,0.0,0.5,82.83333333
2010-04-22,39.41666667,5.333333333,9.458333333,1020.958333,13.33833333,0.0,5.125,39.58333333
2010-04-23,33.16666667,-4.041666667,13.20833333,1020.333333,10.78541667,0.0,0.0,39.41666667
2010-04-24,86.54166667,1.333333333,16.79166667,1016.333333,36.405,0.0,0.0,33.16666667
2010-04-25,87.5,6.541666667,13.83333333,1014.583333,83.17208333,0.0,0.625,86.54166667
2010-04-26,13.375,-5.458333333,8.875,1013.541667,24.72041667,0.0,0.041666667,87.5
2010-04-27,24.66666667,-10.70833333,8.708333333,1009.291667,138.9045833,0.0,0.0,13.375
2010-04-28,16.375,-9.583333333,10.5,1012.583333,319.0270833,0.0,0.0,24.66666667
2010-04-29,18.66666667,-6.75,14.04166667,1013.208333,90.69041667,0.0,0.0,16.375
2010-04-30,27.58333333,-5.708333333,18.375,1013.791667,164.9058333,0.0,0.0,18.66666667
2010-01-05,69.375,-0.083333333,20.83333333,1006.083333,17.11041667,0.0,0.0,27.58333333
2010-02-05,78.04166667,0.375,23.875,1002.25,19.75958333,0.0,0.0,69.375
2010-03-05,109.875,3.25,19.66666667,1007.458333,4.599166667,0.0,0.0,78.04166667
2010-04-05,137.2916667,11.625,19.66666667,1002.541667,12.32833333,0.0,0.5,109.875
2010-05-05,125.4583333,9.708333333,18.83333333,998.25,66.08333333,0.0,0.583333333,137.2916667
2010-06-05,18.95833333,0.25,20.625,1006.0,54.32083333,0.0,0.0,125.4583333
2010-07-05,96.41666667,2.416666667,21.66666667,1003.333333,38.77625,0.0,0.0,18.95833333
2010-08-05,128.2916667,6.5,19.54166667,1006.791667,17.47125,0.0,0.0,96.41666667
2010-09-05,79.875,0.666666667,17.29166667,1007.083333,33.40166667,0.0,0.125,128.2916667
2010-10-05,47.45833333,-0.458333333,16.83333333,1005.958333,49.94708333,0.0,0.0,79.875
2010-11-05,16.04166667,2.0,17.95833333,1014.708333,60.12125,0.0,0.0,47.45833333
2010-12-05,43.66666667,5.958333333,17.41666667,1017.875,13.74916667,0.0,0.0,16.04166667
2010-05-13,67.33333333,6.125,18.70833333,1017.5,13.39083333,0.0,0.0,43.66666667
2010-05-14,136.125,9.291666667,18.0,1015.0,9.4825,0.0,0.666666667,67.33333333
2010-05-15,181.75,12.25,21.45833333,1012.583333,8.51125,0.0,0.0,136.125
2010-05-16,109.9583333,12.375,18.70833333,1014.0,63.30958333,0.0,1.541666667,181.75
2010-05-17,69.375,13.29166667,16.45833333,1009.708333,14.10166667,0.0,1.166666667,109.9583333
2010-05-18,51.625,10.25,17.54166667,1002.041667,19.48125,0.0,0.958333333,69.375
2010-05-19,33.91666667,3.75,24.08333333,999.7916667,13.74375,0.0,0.0,51.625
2010-05-20,64.08333333,4.875,25.41666667,1004.708333,13.89166667,0.0,0.0,33.91666667
2010-05-21,108.2083333,10.875,23.375,1007.083333,19.445,0.0,0.0,64.08333333
2010-05-22,151.3333333,11.5,22.41666667,1005.708333,7.576666667,0.0,0.0,108.2083333
2010-05-23,125.25,9.958333333,24.16666667,1000.541667,7.597916667,0.0,0.041666667,151.3333333
2010-05-24,45.79166667,7.333333333,23.41666667,1003.208333,24.27166667,0.0,0.0,125.25
2010-05-25,33.20833333,3.958333333,24.875,1010.375,8.234583333,0.0,0.0,45.79166667
2010-05-26,81.91666667,11.0,25.16666667,1012.833333,22.11125,0.0,0.0,33.20833333
2010-05-27,85.35416667,14.54166667,20.83333333,1014.958333,3.743333333,0.0,3.416666667,81.91666667
2010-05-28,130.875,16.16666667,19.125,1009.708333,4.023333333,0.0,7.458333333,85.35416667
2010-05-29,143.5,13.04166667,22.79166667,1004.875,6.329166667,0.0,0.0,130.875
2010-05-30,39.45833333,11.125,23.20833333,1007.166667,9.515833333,0.0,0.041666667,143.5
2010-05-31,84.41666667,13.29166667,21.83333333,1014.666667,7.563333333,0.0,0.083333333,39.45833333
2010-01-06,109.8875,14.41666667,20.875,1015.208333,4.89625,0.0,0.125,84.41666667
2010-02-06,93.44583333,14.75,20.16666667,1016.0,3.29625,0.0,0.416666667,109.8875
2010-03-06,115.4583333,13.04166667,21.75,1017.333333,8.21,0.0,0.0,93.44583333
2010-04-06,81.3390411,11.83333333,22.66666667,1015.291667,13.44166667,0.0,0.0,115.4583333
2010-05-06,101.1712329,12.33333333,23.70833333,1012.041667,12.12083333,0.0,0.0,81.3390411
2010-06-06,125.8287671,12.625,24.83333333,1011.125,16.62875,0.0,0.0,101.1712329
2010-07-06,137.9526256,15.20833333,25.33333333,1012.541667,22.27666667,0.0,0.0,125.8287671
2010-08-06,158.0964912,12.70833333,25.75,1013.75,13.41333333,0.0,0.0,137.9526256
2010-09-06,83.88267544,12.08333333,25.5,1013.833333,7.094166667,0.0,0.0,158.0964912
2010-10-06,49.875,14.625,21.125,1013.333333,12.61166667,0.0,0.625,83.88267544
2010-11-06,86.83333333,15.45833333,21.375,1011.541667,6.78125,0.0,0.0,49.875
2010-12-06,110.1666667,16.29166667,24.5,1007.708333,7.152083333,0.0,0.125,86.83333333
2010-06-13,115.9583333,17.70833333,23.41666667,1005.208333,23.97291667,0.0,0.666666667,110.1666667
2010-06-14,83.66666667,18.08333333,24.0,1003.708333,9.46,0.0,0.0,115.9583333
2010-06-15,146.375,18.79166667,26.66666667,1001.041667,3.22125,0.0,0.041666667,83.66666667
2010-06-16,93.91666667,18.70833333,25.33333333,1000.375,6.034583333,0.0,0.25,146.375
2010-06-17,36.66666667,17.45833333,19.70833333,1002.083333,3.724166667,0.0,0.625,93.91666667
2010-06-18,67.08333333,17.04166667,21.79166667,1003.375,5.735833333,0.0,0.0,36.66666667
2010-06-19,94.5,18.08333333,24.41666667,1004.333333,5.624166667,0.0,0.0,67.08333333
2010-06-20,80.5,16.04166667,27.91666667,1006.916667,11.45708333,0.0,0.0,94.5
2010-06-21,74.20833333,15.375,25.66666667,1003.708333,6.09,0.0,0.041666667,80.5
2010-06-22,132.7916667,17.04166667,26.75,1004.75,19.64958333,0.0,0.041666667,74.20833333
2010-06-23,90.70833333,10.95833333,25.95833333,1009.458333,9.790416667,0.0,0.0,132.7916667
2010-06-24,76.83333333,13.04166667,26.08333333,1008.0,9.79875,0.0,0.0,90.70833333
2010-06-25,163.4166667,15.70833333,25.91666667,1008.0,8.94125,0.0,0.0,76.83333333
2010-06-26,173.4166667,16.58333333,26.16666667,1006.458333,8.380833333,0.0,0.0,163.4166667
2010-06-27,117.9583333,15.625,25.75,1003.958333,10.97291667,0.0,0.166666667,173.4166667
2010-06-28,153.4166667,18.95833333,26.41666667,1001.791667,12.79291667,0.0,0.0,117.9583333
2010-06-29,188.5416667,19.54166667,27.25,1002.916667,13.89291667,0.0,0.0,153.4166667
2010-06-30,177.5,20.04166667,26.25,1002.666667,7.805833333,0.0,0.0,188.5416667
2010-01-07,126.1666667,21.16666667,23.875,1000.375,5.384166667,0.0,1.5,177.5
2010-02-07,27.54166667,16.91666667,28.58333333,999.5833333,11.41708333,0.0,0.0,126.1666667
2010-03-07,68.95833333,19.125,30.5,999.7916667,9.049583333,0.0,0.0,27.54166667
2010-04-07,91.79166667,19.125,30.95833333,999.625,9.313333333,0.0,0.041666667,68.95833333
2010-05-07,48.08333333,12.29166667,32.375,999.625,14.95791667,0.0,0.0,91.79166667
2010-06-07,25.58333333,9.666666667,32.875,1000.208333,13.7625,0.0,0.0,48.08333333
2010-07-07,56.91666667,16.125,27.33333333,1004.25,9.42375,0.0,0.0,25.58333333
2010-08-07,45.625,14.625,29.91666667,1005.625,8.997916667,0.0,0.0,56.91666667
2010-09-07,86.16666667,18.25,25.5,1006.25,12.38583333,0.0,1.083333333,45.625
2010-10-07,80.875,19.79166667,21.66666667,1005.541667,12.7275,0.0,3.208333333,86.16666667
2010-11-07,163.9166667,20.41666667,22.875,1004.541667,23.10458333,0.0,0.666666667,80.875
2010-12-07,120.9583333,20.41666667,22.875,1006.291667,2.570416667,0.0,0.041666667,163.9166667
2010-07-13,106.25,20.875,24.45833333,1009.416667,7.860833333,0.0,0.416666667,120.9583333
2010-07-14,129.2916667,21.70833333,25.20833333,1009.833333,3.724166667,0.0,0.0,106.25
2010-07-15,195.9166667,21.83333333,24.08333333,1006.333333,4.60125,0.0,0.375,129.2916667
2010-07-16,202.75,22.58333333,26.75,1004.333333,8.736666667,0.0,0.125,195.9166667
2010-07-17,113.6666667,22.16666667,27.875,1005.916667,8.998333333,0.0,0.041666667,202.75
2010-07-18,156.0416667,22.58333333,28.25,1005.666667,18.12333333,0.0,0.041666667,113.6666667
2010-07-19,167.8333333,22.25,25.25,1006.333333,35.43291667,0.0,1.25,156.0416667
2010-07-20,43.16666667,19.83333333,25.95833333,1003.458333,15.04708333,0.0,0.583333333,167.8333333
2010-07-21,70.83333333,21.625,27.04166667,1006.208333,13.90833333,0.0,0.0,43.16666667
2010-07-22,163.4583333,23.45833333,28.25,1007.875,9.482083333,0.0,0.0,70.83333333
2010-07-23,173.5416667,23.45833333,29.83333333,1008.083333,17.4525,0.0,0.0,163.4583333
2010-07-24,94.08333333,23.04166667,30.16666667,1010.083333,25.11083333,0.0,0.0,173.5416667
2010-07-25,164.2083333,23.33333333,30.04166667,1009.666667,23.8975,0.0,0.0,94.08333333
2010-07-26,210.875,24.33333333,29.20833333,1008.125,9.574166667,0.0,0.0,164.2083333
2010-07-27,183.75,23.75,30.45833333,1004.375,23.50666667,0.0,0.0,210.875
2010-07-28,176.75,23.95833333,30.58333333,999.4583333,49.10625,0.0,0.0,183.75
2010-07-29,197.5833333,26.20833333,30.20833333,996.2083333,21.2175,0.0,0.25,176.75
2010-07-30,214.9166667,25.25,27.875,998.8333333,6.125416667,0.0,0.125,197.5833333
2010-07-31,125.5833333,22.625,28.79166667,1000.125,14.37291667,0.0,0.25,214.9166667
2010-01-08,41.54166667,18.20833333,26.95833333,1008.291667,12.51625,0.0,0.083333333,125.5833333
2010-02-08,68.79166667,16.25,26.20833333,1008.083333,8.67625,0.0,0.0,41.54166667
2010-03-08,146.1666667,18.95833333,25.70833333,1002.541667,9.093333333,0.0,0.0,68.79166667
2010-04-08,120.0833333,21.375,24.54166667,1003.0,15.0825,0.0,0.416666667,146.1666667
2010-05-08,22.41666667,13.20833333,26.875,1008.0,57.57708333,0.0,0.0,120.0833333
2010-06-08,19.875,13.04166667,24.41666667,1015.208333,69.77833333,0.0,0.0,22.41666667
2010-07-08,79.875,18.04166667,24.5,1010.875,15.55125,0.0,0.25,19.875
2010-08-08,92.83333333,20.04166667,25.41666667,1004.125,8.830833333,0.0,0.916666667,79.875
2010-09-08,238.1666667,22.41666667,27.29166667,1003.875,4.919166667,0.0,0.0,92.83333333
2010-10-08,148.1666667,18.83333333,27.45833333,1006.25,11.81166667,0.0,0.0,238.1666667
2010-11-08,116.1666667,21.95833333,25.20833333,1004.958333,21.68791667,0.0,0.25,148.1666667
2010-12-08,92.33333333,21.29166667,26.75,1001.166667,4.766666667,0.0,0.0,116.1666667
2010-08-13,132.34843,24.58333333,27.41666667,1000.916667,7.115833333,0.0,0.083333333,92.33333333
2010-08-14,136.3478261,13.41666667,29.375,999.4166667,22.92833333,0.0,0.0,132.34843
2010-08-15,125.2173913,11.16666667,28.66666667,1004.333333,19.66458333,0.0,0.0,136.3478261
2010-08-16,102.3363527,16.08333333,27.875,1006.75,11.19041667,0.0,0.0,125.2173913
2010-08-17,141.875,18.45833333,27.625,1007.833333,34.385,0.0,0.0,102.3363527
2010-08-18,233.8333333,22.5,25.5,1010.166667,41.36,0.0,2.041666667,141.875
2010-08-19,110.1666667,21.33333333,24.625,1011.833333,9.111666667,0.0,2.125,233.8333333
2010-08-20,119.25,22.16666667,26.45833333,1013.875,10.22625,0.0,0.0,110.1666667
2010-08-21,38.66666667,19.375,21.41666667,1012.0,15.1625,0.0,4.458333333,119.25
2010-08-22,21.95833333,16.29166667,23.0,1013.166667,10.67166667,0.0,0.208333333,38.66666667
2010-08-23,79.375,18.66666667,23.70833333,1013.708333,6.5375,0.0,0.0,21.95833333
2010-08-24,132.375,19.41666667,24.33333333,1013.625,15.59166667,0.0,0.0,79.375
2010-08-25,87.625,17.625,23.04166667,1014.541667,3.593333333,0.0,0.0,132.375
2010-08-26,63.875,17.0,25.04166667,1014.25,7.469166667,0.0,0.0,87.625
2010-08-27,39.41666667,15.16666667,24.83333333,1012.583333,17.13791667,0.0,0.0,63.875
2010-08-28,47.66666667,16.54166667,24.75,1010.208333,11.58583333,0.0,0.0,39.41666667
2010-08-29,114.8333333,18.95833333,25.70833333,1007.5,10.13375,0.0,0.0,47.66666667
2010-08-30,109.4166667,19.75,25.45833333,1007.791667,6.205416667,0.0,0.041666667,114.8333333
2010-08-31,88.79166667,19.54166667,23.79166667,1010.125,5.197916667,0.0,0.125,109.4166667
2010-01-09,70.375,18.95833333,23.25,1013.416667,11.75458333,0.0,0.25,88.79166667
2010-02-09,96.20833333,18.83333333,24.29166667,1014.791667,5.176666667,0.0,0.0,70.375
2010-03-09,110.9166667,19.08333333,23.0,1013.583333,5.77125,0.0,0.666666667,96.20833333
2010-04-09,93.58333333,16.875,23.25,1012.375,4.43375,0.0,0.0,110.9166667
2010-05-09,118.7916667,19.16666667,24.08333333,1010.916667,6.7725,0.0,0.0,93.58333333
2010-06-09,153.9583333,19.95833333,24.91666667,1010.125,2.940833333,0.0,0.0,118.7916667
2010-07-09,134.5833333,18.25,24.20833333,1013.5,4.560416667,0.0,0.0,153.9583333
2010-08-09,96.54166667,14.08333333,21.95833333,1014.791667,5.659583333,0.0,0.0,134.5833333
2010-09-09,159.75,15.66666667,21.75,1011.458333,12.66416667,0.0,0.0,96.54166667
2010-10-09,99.75,12.04166667,23.375,1008.041667,17.78916667,0.0,0.0,159.75
2010-11-09,61.375,12.45833333,24.125,1009.25,10.26458333,0.0,0.0,99.75
2010-12-09,121.2083333,14.66666667,24.66666667,1010.458333,6.01625,0.0,0.0,61.375
2010-09-13,156.5833333,16.45833333,25.29166667,1011.583333,6.625,0.0,0.0,121.2083333
2010-09-14,195.7916667,16.70833333,24.91666667,1013.0,8.0475,0.0,0.0,156.5833333
2010-09-15,306.6666667,19.33333333,25.04166667,1011.166667,17.50791667,0.0,0.0,195.7916667
2010-09-16,195.5,19.875,23.41666667,1010.375,82.6,0.0,0.791666667,306.6666667
2010-09-17,45.04166667,14.75,16.08333333,1012.5,38.96958333,0.0,15.5,195.5
2010-09-18,23.29166667,12.70833333,15.08333333,1014.708333,4.975,0.0,12.25,45.04166667
2010-09-19,70.27083333,13.95833333,19.20833333,1012.875,5.384166667,0.0,0.25,23.29166667
2010-09-20,92.75,15.08333333,17.66666667,1012.333333,8.216666667,0.0,0.708333333,70.27083333
2010-09-21,7.913995726,11.16666667,14.79166667,1020.666667,17.04375,0.0,3.0,92.75
2010-09-22,12.27884615,3.625,15.20833333,1022.958333,9.126666667,0.0,0.0,7.913995726
2010-09-23,18.58653846,7.75,16.625,1018.625,12.29083333,0.0,0.0,12.27884615
2010-09-24,24.89423077,10.0,17.29166667,1017.166667,8.65875,0.0,0.0,18.58653846
2010-09-25,31.20192308,11.375,16.33333333,1015.791667,12.71833333,0.0,0.041666667,24.89423077
2010-09-26,37.50961538,6.583333333,18.0,1017.125,7.098333333,0.0,0.0,31.20192308
2010-09-27,45.99553225,1.083333333,16.95833333,1016.541667,45.94666667,0.0,0.0,37.50961538
2010-09-28,86.53246753,-0.166666667,13.41666667,1024.916667,28.05625,0.0,0.0,45.99553225
2010-09-29,137.6493506,6.083333333,12.75,1021.125,3.983333333,0.0,0.0,86.53246753
2010-09-30,188.8333333,10.16666667,15.45833333,1018.291667,2.885416667,0.0,0.0,137.6493506
2010-01-10,223.5,13.75,17.66666667,1017.625,1.9725,0.0,0.041666667,188.8333333
2010-02-10,35.04166667,11.375,17.41666667,1013.5,48.48708333,0.0,1.458333333,223.5
2010-03-10,10.0,2.375,17.75,1016.041667,198.795,0.0,0.0,35.04166667
2010-04-10,24.54166667,6.916666667,15.54166667,1017.708333,5.269166667,0.0,0.0,10.0
2010-05-10,77.08333333,10.41666667,16.625,1014.291667,4.469583333,0.0,0.0,24.54166667
2010-06-10,268.8333333,13.29166667,17.0,1013.458333,3.424583333,0.0,0.0,77.08333333
2010-07-10,377.0833333,13.375,16.70833333,1015.583333,2.604583333,0.0,0.0,268.8333333
2010-08-10,368.2916667,12.875,16.08333333,1014.916667,2.643333333,0.0,0.0,377.0833333
2010-09-10,357.25,12.66666667,15.33333333,1010.791667,2.21125,0.0,0.0,368.2916667
2010-10-10,387.9583333,14.0,15.25,1011.083333,2.492916667,0.0,0.916666667,357.25
2010-11-10,10.375,6.916666667,14.70833333,1017.666667,16.68666667,0.0,0.75,387.9583333
2010-12-10,50.79166667,5.916666667,12.29166667,1022.083333,4.917083333,0.0,0.0,10.375
2010-10-13,116.25,8.583333333,14.04166667,1016.75,4.50375,0.0,0.0,50.79166667
